img_path,seq
data\NER_data\twitter2017_images\17_01_17616.jpg,a group of young men playing a game of basketball
data\NER_data\twitter2017_images\17_01_17797.jpg,a man in a white shirt and black pants sitting on a couch
data\NER_data\twitter2017_images\17_01_18239.jpg,a couple of people standing next to each other
data\NER_data\twitter2017_images\17_01_18348.jpg,a man sitting at a table in front of a microphone
data\NER_data\twitter2017_images\17_01_18361.jpg,a group of people playing a game of football
data\NER_data\twitter2017_images\17_01_18498.jpg,a group of people on a field playing soccer
data\NER_data\twitter2017_images\17_01_18572.jpg,a basketball player with a blue headband on
data\NER_data\twitter2017_images\17_01_18715.jpg,a computer screen with the word ebay on it
data\NER_data\twitter2017_images\17_01_18857.jpg,a group of people in a room with a piano
data\NER_data\twitter2017_images\17_01_19123.jpg,two men playing basketball in front of a crowd
data\NER_data\twitter2017_images\17_01_19144.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\17_01_19846.jpg,an open book with a picture of a beach
data\NER_data\twitter2017_images\17_01_20057.jpg,a young boy standing in front of a basketball court
data\NER_data\twitter2017_images\17_01_21006.jpg,a football player holding a football on a field
data\NER_data\twitter2017_images\17_01_21064.jpg,two men standing next to each other on a basketball court
data\NER_data\twitter2017_images\17_01_21070.jpg,a young man in a blue uniform standing on a soccer field
data\NER_data\twitter2017_images\17_01_2118.jpg,a collage of people in suits and ties in front of skyscrapers
data\NER_data\twitter2017_images\17_01_21291.jpg,an inflatable tent with two men in suits on it
data\NER_data\twitter2017_images\17_01_21425.jpg,the president and first lady on the cover of parade magazine
data\NER_data\twitter2017_images\17_01_21506.jpg,a group of hockey players standing next to each other
data\NER_data\twitter2017_images\17_01_21674.jpg,a group of people standing around a lush green field
data\NER_data\twitter2017_images\17_01_21950.jpg,a group of men playing a game of basketball
data\NER_data\twitter2017_images\17_01_22127.jpg,a group of young men standing next to each other
data\NER_data\twitter2017_images\17_01_22277.jpg,a man in a suit holding up a card
data\NER_data\twitter2017_images\17_01_22295.jpg,a poster for a football game with the name of the team
data\NER_data\twitter2017_images\17_01_22507.jpg,a basketball player dribbling a basketball during a game
data\NER_data\twitter2017_images\17_01_22630.jpg,a man holding a soccer jersey next to a man in a suit
data\NER_data\twitter2017_images\17_01_22771.jpg,a man holding a soccer jersey next to a man in a suit
data\NER_data\twitter2017_images\17_01_2285.jpg,a man and a woman standing next to each other
data\NER_data\twitter2017_images\17_01_2286.jpg,a man holding a microphone next to a man in a suit
data\NER_data\twitter2017_images\17_01_22870.jpg,a screen shot of the espn sports news section
data\NER_data\twitter2017_images\17_01_23088.jpg,a stadium with cars parked in front of it
data\NER_data\twitter2017_images\17_01_23538.jpg,a man holding a basketball jersey while standing next to two men
data\NER_data\twitter2017_images\17_01_23639.jpg,a man standing at a podium in front of a projection screen
data\NER_data\twitter2017_images\17_01_23702.jpg,two women standing in front of a bathroom mirror
data\NER_data\twitter2017_images\17_01_23706.jpg,a woman sitting on a couch next to a cat
data\NER_data\twitter2017_images\17_01_23785.jpg,a bunch of baseball cards sitting on top of a counter
data\NER_data\twitter2017_images\17_01_23786.jpg,a smiling woman in a black leather jacket
data\NER_data\twitter2017_images\17_01_23889.jpg,a man in a red and white shirt pointing at something
data\NER_data\twitter2017_images\17_01_23971.jpg,a group of women playing a game of basketball
data\NER_data\twitter2017_images\17_01_2402.jpg,two basketball players are playing a game of basketball
data\NER_data\twitter2017_images\17_01_24115.jpg,a poster for a game day featuring a basketball player
data\NER_data\twitter2017_images\17_01_24242.jpg,a close up of a black jacket with a penguin on it
data\NER_data\twitter2017_images\17_01_24517.jpg,a collage of pictures of orange and black objects
data\NER_data\twitter2017_images\17_01_24530.jpg,a close up of a soccer ball on a field
data\NER_data\twitter2017_images\17_01_2515.jpg,a group of people playing a game of basketball
data\NER_data\twitter2017_images\17_01_2806.jpg,a weather map of the united states
data\NER_data\twitter2017_images\17_01_3067.jpg,a basketball player with the number 60 points in front of him
data\NER_data\twitter2017_images\17_01_3323.jpg,a marching band is marching down the street
data\NER_data\twitter2017_images\17_01_351.jpg,a soccer field with the words official sports nutrition partner of mss
data\NER_data\twitter2017_images\17_01_4096.jpg,two girls playing basketball in a gym with a crowd watching
data\NER_data\twitter2017_images\17_01_4130.jpg,the espn logo on a red background
data\NER_data\twitter2017_images\17_01_4761.jpg,a group of men on a field playing football
data\NER_data\twitter2017_images\17_01_4771.jpg,a picture of a mountain with a quote on it
data\NER_data\twitter2017_images\17_01_4828.jpg,two men sitting at a table in front of a crowd
data\NER_data\twitter2017_images\17_01_4944.jpg,a man in a red and white shirt
data\NER_data\twitter2017_images\17_01_5097.jpg,a man wearing headphones and a blue jacket
data\NER_data\twitter2017_images\17_01_5147.jpg,a group of young men standing next to each other
data\NER_data\twitter2017_images\17_01_5292.jpg,a group of young women playing a game of basketball
data\NER_data\twitter2017_images\17_01_5343.jpg,a flyer for a concert with a man wearing sunglasses
data\NER_data\twitter2017_images\17_01_5814.jpg,a festival of the arts sign hanging from a bench
data\NER_data\twitter2017_images\17_01_5924.jpg,a man wearing headphones and holding a piece of paper
data\NER_data\twitter2017_images\17_01_6026.jpg,a group of basketball players standing next to each other
data\NER_data\twitter2017_images\17_01_6135.jpg,a close up of a football player wearing a headset
data\NER_data\twitter2017_images\17_01_6148.jpg,a group of young men standing next to each other on a wooden floor
data\NER_data\twitter2017_images\17_01_6531.jpg,a stamp with a picture of an umbrella
data\NER_data\twitter2017_images\17_01_6571.jpg,a man standing on a stage holding a guitar
data\NER_data\twitter2017_images\17_01_6766.jpg,a man in a black shirt is smiling
data\NER_data\twitter2017_images\17_01_6852.jpg,a group of football players playing a game of football
data\NER_data\twitter2017_images\17_01_7410.jpg,a poster for a basketball game with a blue background
data\NER_data\twitter2017_images\17_01_7613.jpg,a soccer player with his arms crossed in front of him
data\NER_data\twitter2017_images\17_01_7880.jpg,a group of young men playing a game of basketball
data\NER_data\twitter2017_images\17_01_7884.jpg,a woman in an orange and white uniform posing for a picture
data\NER_data\twitter2017_images\17_01_8221.jpg,a close up of a sign with an eagle on it
data\NER_data\twitter2017_images\17_01_8306.jpg,a computer screen with the word ebay on it
data\NER_data\twitter2017_images\17_01_855.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\17_01_856.jpg,a group of young men standing next to each other on a baseball field
data\NER_data\twitter2017_images\17_01_8729.jpg,a picture of a mountain with a quote on it
data\NER_data\twitter2017_images\17_01_8843.jpg,"a poster for a football game with the numbers 3, 10, and 10"
data\NER_data\twitter2017_images\17_01_8855.jpg,a television screen showing a basketball game on it
data\NER_data\twitter2017_images\17_01_9004.jpg,a group of men standing next to each other in front of a white background
data\NER_data\twitter2017_images\17_01_9187.jpg,a man with red hair holding a bottle of water
data\NER_data\twitter2017_images\17_06_1.jpg,a group of people standing outside of a building
data\NER_data\twitter2017_images\17_06_10020.jpg,a screenshot of a soccer player in the game
data\NER_data\twitter2017_images\17_06_1006.jpg,a large swimming pool next to a tall building
data\NER_data\twitter2017_images\17_06_10077.jpg,a man standing on top of a stage holding a guitar
data\NER_data\twitter2017_images\17_06_10098.jpg,a woman sitting at a piano in a park
data\NER_data\twitter2017_images\17_06_10106.jpg,a group of people standing on top of a stage
data\NER_data\twitter2017_images\17_06_10152.jpg,a girl with a bow and arrow standing in front of a red background
data\NER_data\twitter2017_images\17_06_10154.jpg,a shirtless man laying on a couch next to a vase of flowers
data\NER_data\twitter2017_images\17_06_10155.jpg,a group of people playing a game of soccer
data\NER_data\twitter2017_images\17_06_10167.jpg,a group of men standing around a table on a field
data\NER_data\twitter2017_images\17_06_10175.jpg,a couple of police officers standing next to each other
data\NER_data\twitter2017_images\17_06_10192.jpg,a man and a woman sitting next to each other at a basketball game
data\NER_data\twitter2017_images\17_06_10205.jpg,a basketball player holding a ring with the words 20 greatest nba players to never win a ring
data\NER_data\twitter2017_images\17_06_10213.jpg,a screen shot of a video game called watch burnley fc football highlights
data\NER_data\twitter2017_images\17_06_10224.jpg,a man kicking a soccer ball on top of a field
data\NER_data\twitter2017_images\17_06_10243.jpg,a man with a beard is celebrating a goal
data\NER_data\twitter2017_images\17_06_10272.jpg,a baseball player throwing a ball in a stadium
data\NER_data\twitter2017_images\17_06_10300.jpg,a baseball player laying on the ground next to a catchers mitt
data\NER_data\twitter2017_images\17_06_10337.jpg,a conductor and orchestra in a concert
data\NER_data\twitter2017_images\17_06_10339.jpg,a group of men standing next to each other in front of a screen
data\NER_data\twitter2017_images\17_06_10345.jpg,a couple of men standing next to each other
data\NER_data\twitter2017_images\17_06_10358.jpg,a group of people riding on top of a boat
data\NER_data\twitter2017_images\17_06_10370.jpg,a baby wearing a knitted hat laying on a blue blanket
data\NER_data\twitter2017_images\17_06_10389.jpg,a large crowd of people at a concert
data\NER_data\twitter2017_images\17_06_10473.jpg,a couple of men that are laughing together
data\NER_data\twitter2017_images\17_06_10489.jpg,a man in a suit and tie sitting in front of a mirror
data\NER_data\twitter2017_images\17_06_1049.jpg,a group of people standing in front of a building
data\NER_data\twitter2017_images\17_06_10515.jpg,a man wearing a hat and holding a microphone
data\NER_data\twitter2017_images\17_06_1052.jpg,a man dunking a basketball in front of a crowd
data\NER_data\twitter2017_images\17_06_10525.jpg,a baseball field with a sunset in the background
data\NER_data\twitter2017_images\17_06_10530.jpg,a group of men playing a game of soccer
data\NER_data\twitter2017_images\17_06_10548.jpg,a group of people standing next to each other on a lush green field
data\NER_data\twitter2017_images\17_06_10565.jpg,a close up of a person wearing a suit and tie
data\NER_data\twitter2017_images\17_06_10566.jpg,a close up of a football player wearing a helmet
data\NER_data\twitter2017_images\17_06_10575.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\17_06_10579.jpg,a series of photos of a baseball player throwing a ball
data\NER_data\twitter2017_images\17_06_1058.jpg,a woman with long hair is smiling for the camera
data\NER_data\twitter2017_images\17_06_10583.jpg,a close up of a dragonfly on a stick
data\NER_data\twitter2017_images\17_06_10590.jpg,a man and a woman sitting on a couch
data\NER_data\twitter2017_images\17_06_10596.jpg,a baseball stadium filled with lots of people
data\NER_data\twitter2017_images\17_06_10615.jpg,a man is jumping in the air with his skateboard
data\NER_data\twitter2017_images\17_06_10639.jpg,an aerial view of a soccer stadium at night
data\NER_data\twitter2017_images\17_06_10642.jpg,a police officer walking a dog in front of the capitol building
data\NER_data\twitter2017_images\17_06_10659.jpg,a group of men standing next to each other holding a trophy
data\NER_data\twitter2017_images\17_06_10662.jpg,a crowd of people standing on top of a stage
data\NER_data\twitter2017_images\17_06_10664.jpg,a basketball player in a yellow uniform with his arms out
data\NER_data\twitter2017_images\17_06_1068.jpg,a group of young men standing next to each other
data\NER_data\twitter2017_images\17_06_10686.jpg,"a text that reads sugargums i love concerns because no matter how shit your life is at the moment, everything just seems"
data\NER_data\twitter2017_images\17_06_10719.jpg,a city street with cars parked on the side of it
data\NER_data\twitter2017_images\17_06_10730.jpg,a group of people standing in front of a stage
data\NER_data\twitter2017_images\17_06_1074.jpg,a woman standing in front of a large crowd at a concert
data\NER_data\twitter2017_images\17_06_10754.jpg,a baseball player pitching a ball on top of a field
data\NER_data\twitter2017_images\17_06_10758.jpg,the 50th anniversary logo for the 50th anniversary of the 50th anniversary of the 50th anniversary of the
data\NER_data\twitter2017_images\17_06_10800.jpg,a woman sitting in a chair in front of a tv
data\NER_data\twitter2017_images\17_06_10811.jpg,a couple of men sitting at a table
data\NER_data\twitter2017_images\17_06_10816.jpg,a large crowd of people in a building
data\NER_data\twitter2017_images\17_06_1085.jpg,a group of football players standing on top of a field
data\NER_data\twitter2017_images\17_06_10869.jpg,a close up of a baseball player sitting on a bench
data\NER_data\twitter2017_images\17_06_10870.jpg,a football player throwing a ball in the air
data\NER_data\twitter2017_images\17_06_10897.jpg,a man on a stage with a large screen in the background
data\NER_data\twitter2017_images\17_06_10932.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\17_06_10953.jpg,a soccer player dives to catch a soccer ball
data\NER_data\twitter2017_images\17_06_1096.jpg,a group of people standing on top of a stage
data\NER_data\twitter2017_images\17_06_10961.jpg,a woman in a white dress standing in front of candles
data\NER_data\twitter2017_images\17_06_10963.jpg,a brown and white dog laying on top of a lush green field
data\NER_data\twitter2017_images\17_06_10969.jpg,a woman standing in front of a painting of a man
data\NER_data\twitter2017_images\17_06_10985.jpg,a man standing on a balcony with his arms crossed
data\NER_data\twitter2017_images\17_06_10995.jpg,a woman with a microphone in her hand
data\NER_data\twitter2017_images\17_06_10997.jpg,a couple of men standing next to each other on a basketball court
data\NER_data\twitter2017_images\17_06_11001.jpg,a group of people standing on top of a race track
data\NER_data\twitter2017_images\17_06_11004.jpg,a man in a suit and tie standing in front of a spotlight
data\NER_data\twitter2017_images\17_06_1101.jpg,a hockey player is on the ice with a stick
data\NER_data\twitter2017_images\17_06_11016.jpg,a dog sitting on a couch in a living room
data\NER_data\twitter2017_images\17_06_1102.jpg,a baseball player swinging a bat on top of a field
data\NER_data\twitter2017_images\17_06_11033.jpg,a group of men standing next to each other on a field
data\NER_data\twitter2017_images\17_06_11036.jpg,a white bird is flying in the sky
data\NER_data\twitter2017_images\17_06_1104.jpg,a black background with the words kudu blue
data\NER_data\twitter2017_images\17_06_11042.jpg,a basketball player with an orange headband standing in front of a crowd
data\NER_data\twitter2017_images\17_06_11043.jpg,two women hugging each other in a room
data\NER_data\twitter2017_images\17_06_11074.jpg,a crowd of people sitting around a carnival
data\NER_data\twitter2017_images\17_06_11077.jpg,a young woman with an afro and a scarf on her head
data\NER_data\twitter2017_images\17_06_11096.jpg,a close up of a piece of food on a table
data\NER_data\twitter2017_images\17_06_11126.jpg,a woman in a yellow dress standing in front of a sign
data\NER_data\twitter2017_images\17_06_11132.jpg,a woman looking at herself in the mirror
data\NER_data\twitter2017_images\17_06_11146.jpg,a blue and white sign that says email this
data\NER_data\twitter2017_images\17_06_11210.jpg,a woman in a white fur coat sitting on a chair
data\NER_data\twitter2017_images\17_06_11288.jpg,a screen shot of a man and a woman
data\NER_data\twitter2017_images\17_06_11295.jpg,a group of people walking down a street holding rainbow colored towels
data\NER_data\twitter2017_images\17_06_11315.jpg,a group of men sitting on top of a boat in the water
data\NER_data\twitter2017_images\17_06_11328.jpg,a group of people walking down a street holding signs
data\NER_data\twitter2017_images\17_06_11363.jpg,a close up of a basketball player wearing a jacket
data\NER_data\twitter2017_images\17_06_11398.jpg,a group of girls in a classroom working on a project
data\NER_data\twitter2017_images\17_06_11407.jpg,a flag flying in the sky with a bible verse
data\NER_data\twitter2017_images\17_06_11420.jpg,a baseball player holding a catchers mitt on top of a field
data\NER_data\twitter2017_images\17_06_11433.jpg,a group of young men playing a game of basketball
data\NER_data\twitter2017_images\17_06_11444.jpg,a close up of a person wearing a black dress
data\NER_data\twitter2017_images\17_06_11458.jpg,a small stream running through a lush green forest
data\NER_data\twitter2017_images\17_06_11469.jpg,a man standing at a podium in front of a microphone
data\NER_data\twitter2017_images\17_06_11487.jpg,a person pouring a cup of coffee into a mug
data\NER_data\twitter2017_images\17_06_11510.jpg,a man in a tie dye shirt holding a glass of wine
data\NER_data\twitter2017_images\17_06_11520.jpg,a group of people holding a trophy in front of a crowd
data\NER_data\twitter2017_images\17_06_11522.jpg,a couple of men standing on top of a basketball court
data\NER_data\twitter2017_images\17_06_11549.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\17_06_11551.jpg,a group of people standing in front of a crowd
data\NER_data\twitter2017_images\17_06_11552.jpg,a baseball player is sitting in the dugout
data\NER_data\twitter2017_images\17_06_11557.jpg,a building with palm trees in front of it
data\NER_data\twitter2017_images\17_06_11559.jpg,a painting of two men riding on a camel
data\NER_data\twitter2017_images\17_06_11572.jpg,a large swimming pool with people in it
data\NER_data\twitter2017_images\17_06_11576.jpg,a couple of women sitting next to each other
data\NER_data\twitter2017_images\17_06_11578.jpg,a woman standing in front of a field of sunflowers
data\NER_data\twitter2017_images\17_06_11582.jpg,a screenshot of a cell phone with a lot of people on it
data\NER_data\twitter2017_images\17_06_11625.jpg,a pillow with a bunch of farm animals on it
data\NER_data\twitter2017_images\17_06_11628.jpg,a man standing in front of a wall with basketballs on it
data\NER_data\twitter2017_images\17_06_11646.jpg,a group of three men standing next to each other
data\NER_data\twitter2017_images\17_06_11652.jpg,a man standing at a podium giving a speech
data\NER_data\twitter2017_images\17_06_11667.jpg,a hockey goalie is trying to block a shot
data\NER_data\twitter2017_images\17_06_11681.jpg,a person riding a bike in front of a building
data\NER_data\twitter2017_images\17_06_11714.jpg,a man standing on a platform at a train station
data\NER_data\twitter2017_images\17_06_11715.jpg,a group of hot air balloons lit up the night sky
data\NER_data\twitter2017_images\17_06_11727.jpg,a man in a suit holding a trophy
data\NER_data\twitter2017_images\17_06_11730.jpg,a close up of a football player holding a ball
data\NER_data\twitter2017_images\17_06_11757.jpg,a woman taking a selfie in a mirror
data\NER_data\twitter2017_images\17_06_11767.jpg,a crowd of people at a concert with their hands in the air
data\NER_data\twitter2017_images\17_06_11788.jpg,a couple of men standing next to each other holding trophies
data\NER_data\twitter2017_images\17_06_11803.jpg,a basketball ball and a basketball hoop with the text try to beat my score 16 ketchup basketball game
data\NER_data\twitter2017_images\17_06_11807.jpg,["a screen shot of a baseball player's roster"]
data\NER_data\twitter2017_images\17_06_11817.jpg,a screenshot of a soccer player with his arms crossed
data\NER_data\twitter2017_images\17_06_11823.jpg,a golden trophy sitting on top of a wooden table
data\NER_data\twitter2017_images\17_06_11855.jpg,a man sitting in a chair with a laptop
data\NER_data\twitter2017_images\17_06_11859.jpg,a man kicking a soccer ball on top of a field
data\NER_data\twitter2017_images\17_06_1187.jpg,a close up of a computer screen with a game on it
data\NER_data\twitter2017_images\17_06_11892.jpg,a man in a suit and tie standing in front of a crowd
data\NER_data\twitter2017_images\17_06_11926.jpg,a man sitting on a bench playing a piano
data\NER_data\twitter2017_images\17_06_11933.jpg,a group of men standing next to each other
data\NER_data\twitter2017_images\17_06_11936.jpg,a group of people standing around a man holding a bottle of wine
data\NER_data\twitter2017_images\17_06_11985.jpg,a person holding a cell phone in front of a blue background
data\NER_data\twitter2017_images\17_06_11993.jpg,"a basketball logo with the words well, that suckerd only 80 days until football season"
data\NER_data\twitter2017_images\17_06_12031.jpg,a crowd of people standing around a theater
data\NER_data\twitter2017_images\17_06_12042.jpg,a man standing in a living room next to a lamp
data\NER_data\twitter2017_images\17_06_12044.jpg,a man running on a track in front of a crowd
data\NER_data\twitter2017_images\17_06_12065.jpg,a man in a blue shirt is celebrating a goal
data\NER_data\twitter2017_images\17_06_12090.jpg,a pile of books sitting on top of a couch
data\NER_data\twitter2017_images\17_06_12101.jpg,a woman in a colorful dress is dancing on the street
data\NER_data\twitter2017_images\17_06_12132.jpg,a basketball player with a ball in his hand
data\NER_data\twitter2017_images\17_06_12140.jpg,a man and a woman are sitting together
data\NER_data\twitter2017_images\17_06_12148.jpg,a man kicking a soccer ball on top of a field
data\NER_data\twitter2017_images\17_06_12162.jpg,a man laughing while standing next to a group of people
data\NER_data\twitter2017_images\17_06_12202.jpg,a man holding a baby at a baseball game
data\NER_data\twitter2017_images\17_06_1226.jpg,a black and white photo of a person with a camera
data\NER_data\twitter2017_images\17_06_12277.jpg,a baseball player with his mouth open on the field
data\NER_data\twitter2017_images\17_06_12357.jpg,a couple of men playing a game of soccer
data\NER_data\twitter2017_images\17_06_1236.jpg,a screen shot of a website with a picture of a man
data\NER_data\twitter2017_images\17_06_12361.jpg,a baseball card with a signed picture of derek jeter
data\NER_data\twitter2017_images\17_06_1237.jpg,a collage of a football player holding a bat
data\NER_data\twitter2017_images\17_06_1239.jpg,a group of men standing next to each other on a field
data\NER_data\twitter2017_images\17_06_12395.jpg,a young girl is eating a hot dog at a baseball game
data\NER_data\twitter2017_images\17_06_12408.jpg,a couple of men standing next to each other on a basketball court
data\NER_data\twitter2017_images\17_06_1242.jpg,a sign that says listen to the texas rangers all season long
data\NER_data\twitter2017_images\17_06_12420.jpg,a collage of photos of a group of people
data\NER_data\twitter2017_images\17_06_12425.jpg,a woman with blonde hair and a black blazer smiles at the camera
data\NER_data\twitter2017_images\17_06_12452.jpg,a group of baseball players standing on top of a field
data\NER_data\twitter2017_images\17_06_12457.jpg,["a group of cartoon characters with the words i'm five"]
data\NER_data\twitter2017_images\17_06_12458.jpg,a colorful fireworks display with the word fireworks
data\NER_data\twitter2017_images\17_06_12473.jpg,a group of people sitting on the ground in front of a building
data\NER_data\twitter2017_images\17_06_12474.jpg,a girl in a baseball uniform holding a ball and a glove
data\NER_data\twitter2017_images\17_06_12480.jpg,a large crowd of people at a concert
data\NER_data\twitter2017_images\17_06_12483.jpg,a large group of people standing on a stage
data\NER_data\twitter2017_images\17_06_12486.jpg,a man in a black suit sitting down
data\NER_data\twitter2017_images\17_06_12505.jpg,a man in a tuxedo standing at a podium
data\NER_data\twitter2017_images\17_06_12508.jpg,a red road closed sign sitting on the side of a road
data\NER_data\twitter2017_images\17_06_12510.jpg,a group of people standing next to each other
data\NER_data\twitter2017_images\17_06_1254.jpg,a poster for a family festival with balloons
data\NER_data\twitter2017_images\17_06_12541.jpg,the sun is setting over a parking lot
data\NER_data\twitter2017_images\17_06_12546.jpg,a green circle with the words $ 250 on it
data\NER_data\twitter2017_images\17_06_12557.jpg,a football player running with the ball
data\NER_data\twitter2017_images\17_06_1257.jpg,a baseball player swinging a bat at a ball
data\NER_data\twitter2017_images\17_06_12580.jpg,a black and white photo of a woman
data\NER_data\twitter2017_images\17_06_12592.jpg,a brown bag sitting on top of a window sill
data\NER_data\twitter2017_images\17_06_12598.jpg,a woman in a fishnet bodysuit on stage
data\NER_data\twitter2017_images\17_06_12605.jpg,a large boat floating on top of a body of water
data\NER_data\twitter2017_images\17_06_12609.jpg,a group of people standing on top of a lush green field
data\NER_data\twitter2017_images\17_06_12631.jpg,the journal gazette and times - courier logo
data\NER_data\twitter2017_images\17_06_12642.jpg,a large building with a festival sign in front of it
data\NER_data\twitter2017_images\17_06_12654.jpg,a man holding a trophy in his hand and another man holding a trophy in his other hand
data\NER_data\twitter2017_images\17_06_12658.jpg,a group of young men playing a game of basketball
data\NER_data\twitter2017_images\17_06_12677.jpg,a couple of baseball players standing on top of a field
data\NER_data\twitter2017_images\17_06_12706.jpg,a large sign on the side of a building
data\NER_data\twitter2017_images\17_06_12707.jpg,a crowd of people watching a baseball game
data\NER_data\twitter2017_images\17_06_12717.jpg,a person wearing headphones and a mascot
data\NER_data\twitter2017_images\17_06_12743.jpg,a couple of people that are sitting on some horses
data\NER_data\twitter2017_images\17_06_12762.jpg,a woman dribbling a basketball during a game
data\NER_data\twitter2017_images\17_06_12788.jpg,a red teddy bear sitting on the side of a road
data\NER_data\twitter2017_images\17_06_12835.jpg,a poster for ragnark festival with a skull on it
data\NER_data\twitter2017_images\17_06_12851.jpg,a couple of people standing next to each other
data\NER_data\twitter2017_images\17_06_12862.jpg,a group of men on a field playing soccer
data\NER_data\twitter2017_images\17_06_12865.jpg,a man holding a guitar while standing in front of a microphone
data\NER_data\twitter2017_images\17_06_12867.jpg,a person holding two white paper with a qr code on it
data\NER_data\twitter2017_images\17_06_12882.jpg,a man in a white shirt and a blue hat
data\NER_data\twitter2017_images\17_06_12912.jpg,a man and a woman posing for a picture
data\NER_data\twitter2017_images\17_06_12913.jpg,a couple of men sitting next to each other
data\NER_data\twitter2017_images\17_06_12920.jpg,a baseball player in the process of throwing a ball
data\NER_data\twitter2017_images\17_06_12937.jpg,a baseball player swinging a bat at a ball
data\NER_data\twitter2017_images\17_06_12966.jpg,a black and white photo with the words early bird tickets last day on sunday
data\NER_data\twitter2017_images\17_06_13.jpg,a shirtless man kicking a soccer ball on a field
data\NER_data\twitter2017_images\17_06_13014.jpg,a little boy in a patriotic outfit with american flags
data\NER_data\twitter2017_images\17_06_1302.jpg,a glass of red wine being poured into it
data\NER_data\twitter2017_images\17_06_13021.jpg,a close up of a basketball player wearing a purple uniform
data\NER_data\twitter2017_images\17_06_13054.jpg,a man holding up a paper in front of a crowd
data\NER_data\twitter2017_images\17_06_13066.jpg,a man standing on a field with his arms crossed
data\NER_data\twitter2017_images\17_06_13067.jpg,a man holding a guitar while standing in front of a microphone
data\NER_data\twitter2017_images\17_06_13095.jpg,a soccer player is trying to control the ball
data\NER_data\twitter2017_images\17_06_13128.jpg,["a concert poster for metallic's world wide tour"]
data\NER_data\twitter2017_images\17_06_13129.jpg,["a close up of a person's shoes on a red carpet"]
data\NER_data\twitter2017_images\17_06_13134.jpg,a red and white logo with the words watch swanee city football highlights
data\NER_data\twitter2017_images\17_06_13156.jpg,an aerial view of a fairground at night
data\NER_data\twitter2017_images\17_06_13159.jpg,a list of things to do in philadelphia
data\NER_data\twitter2017_images\17_06_13187.jpg,"[""a picture of a man with a beard and a caption that reads, the trouble with scotland is that it's full of""]"
data\NER_data\twitter2017_images\17_06_13214.jpg,a group of men playing a game of soccer
data\NER_data\twitter2017_images\17_06_13221.jpg,a baseball player is on his cell phone
data\NER_data\twitter2017_images\17_06_13222.jpg,a group of boats sitting on top of a sandy beach
data\NER_data\twitter2017_images\17_06_13227.jpg,"a hat, hoodie, and t - shirt for a sporting event"
data\NER_data\twitter2017_images\17_06_13233.jpg,a group of people sitting around a table
data\NER_data\twitter2017_images\17_06_13235.jpg,a close up of a football player holding his hands in the air
data\NER_data\twitter2017_images\17_06_1324.jpg,a couple of baseball players standing on top of a field
data\NER_data\twitter2017_images\17_06_13244.jpg,a young girl standing on a stage in front of a group of children
data\NER_data\twitter2017_images\17_06_13292.jpg,the logo of the basketball team is shown
data\NER_data\twitter2017_images\17_06_13301.jpg,a young man standing on a basketball court holding a basketball
data\NER_data\twitter2017_images\17_06_13305.jpg,a couple of kids sitting on top of a couch
data\NER_data\twitter2017_images\17_06_13307.jpg,an image of a basketball player on the court
data\NER_data\twitter2017_images\17_06_1331.jpg,a couple of texts that are next to each other
data\NER_data\twitter2017_images\17_06_13316.jpg,a man kicking a soccer ball with the words betway sports
data\NER_data\twitter2017_images\17_06_13325.jpg,a woman is standing in front of a sign
data\NER_data\twitter2017_images\17_06_13345.jpg,a man playing a guitar in front of a microphone
data\NER_data\twitter2017_images\17_06_13383.jpg,a rock face with a quote on it
data\NER_data\twitter2017_images\17_06_13432.jpg,a woman standing in a field of sunflowers
data\NER_data\twitter2017_images\17_06_13443.jpg,a woman in a bikini laying on the grass
data\NER_data\twitter2017_images\17_06_13453.jpg,a soccer game with a goal and a ball
data\NER_data\twitter2017_images\17_06_13454.jpg,a baby laying on a couch wearing a striped shirt
data\NER_data\twitter2017_images\17_06_13456.jpg,a framed jersey with a picture of a football player
data\NER_data\twitter2017_images\17_06_13463.jpg,a group of young children standing next to each other
data\NER_data\twitter2017_images\17_06_1347.jpg,a baseball player swinging a bat at a ball
data\NER_data\twitter2017_images\17_06_13489.jpg,a baseball field with a building in the background
data\NER_data\twitter2017_images\17_06_13496.jpg,a cartoon of a man with a blow dryer
data\NER_data\twitter2017_images\17_06_13519.jpg,rows of green seats in a large warehouse
data\NER_data\twitter2017_images\17_06_13538.jpg,a close up of a postcard with a picture of a building
data\NER_data\twitter2017_images\17_06_13553.jpg,a group of people standing next to each other on a stage
data\NER_data\twitter2017_images\17_06_13569.jpg,["a man with a bull's head on a red background"]
data\NER_data\twitter2017_images\17_06_13571.jpg,a tweet with a picture of a football stadium
data\NER_data\twitter2017_images\17_06_13610.jpg,a man in a red shirt and a man in a blue suit
data\NER_data\twitter2017_images\17_06_13627.jpg,a table with a number of names on it
data\NER_data\twitter2017_images\17_06_13629.jpg,a black and white photo of a young man
data\NER_data\twitter2017_images\17_06_13647.jpg,a man standing on top of a stage next to a crowd
data\NER_data\twitter2017_images\17_06_13670.jpg,a couple of kids playing in a play structure
