img_path,seq
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_33.jpg,a man standing on top of a stage in front of a crowd
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_37.jpg,a number of different numbers on a white background
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_40.jpg,a group of people standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_45.jpg,a couple of people standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_48.jpg,a man standing next to a woman in front of a wall
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_5.jpg,a black and white photo of a hockey player
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_50.jpg,a young boy is singing into a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_56.jpg,a rocky outcropping in the middle of a field
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_63.jpg,a map of severe thunder warning
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_67.jpg,a crowd of people holding flags and a megaphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_69.jpg,a red and yellow bus parked on the side of a road
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_70.jpg,a man in a costume standing on a stage
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_74.jpg,a man sitting at a table in front of a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_76.jpg,two pictures of a man and a woman cooking food
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_77.jpg,a group of young men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_8.jpg,a wooden bench sitting in the middle of a park
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_9.jpg,a woman looking at a man in a kitchen
data\RE_data\img_org\train\twitter_stream_2018_07_23_23_0_2_90.jpg,a man standing in front of a refrigerator
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_105.jpg,a group of men standing around a wrestling ring
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_113.jpg,a black and white photo with a quote on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_121.jpg,a football player wearing a silver uniform on a field
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_122.jpg,a man in a suit sitting in a chair
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_129.jpg,a woman in a white dress holding a cell phone
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_13.jpg,a man singing into a microphone at a concert
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_130.jpg,a woman looking at her reflection in a mirror
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_132.jpg,a person standing on top of a grass covered field
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_136.jpg,a close up of a text on a piece of paper
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_142.jpg,a woman walking down a street with a cell phone in her hand
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_147.jpg,a man in a blue outfit standing in a room
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_149.jpg,a man in a jacket and glasses standing next to a woman
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_153.jpg,a couple of men sitting next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_159.jpg,a group of young people standing next to each other on a field
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_161.jpg,"the secret squirrel show, vol 2 stupid dogs"
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_163.jpg,a group of people standing on top of a baseball field
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_166.jpg,a group of people standing on a baseball field
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_168.jpg,a group of animals laying on the ground next to a tree
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_170.jpg,a man wearing a hat and sunglasses in a park
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_172.jpg,a blue and yellow flyer with a baby on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_174.jpg,a group of people holding signs and drums
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_178.jpg,a tweet with a photo of mark lutchman
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_179.jpg,two cell phones with the same text on them
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_180.jpg,a baseball player holding a bat in front of a crowd
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_24.jpg,a tweet from thomas j tobin on twitter
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_28.jpg,a woman with long hair standing in front of a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_3.jpg,a man in a suit and tie standing in a room
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_34.jpg,a nintendo game with a bunch of characters on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_35.jpg,a person in a costume standing in front of a building
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_37.jpg,a person wearing orange shoes standing on a sidewalk
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_42.jpg,a man and a woman standing in front of a restaurant
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_47.jpg,the mlb logo is shown on a blue background
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_5.jpg,a baseball player pitching a ball on top of a field
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_59.jpg,a mercedes sls roadster with its doors open
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_63.jpg,a man holding a football on top of a field
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_7.jpg,a group of young women standing on top of a stage
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_76.jpg,a man and a woman posing for a picture
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_80.jpg,a man with a white shirt and a hand on his chin
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_86.jpg,a split photo of a smiling woman and a smiling man
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_90.jpg,"a dark background with the words, one of the most highly rated upcoming upcoming upcoming upcoming upcoming"
data\RE_data\img_org\train\twitter_stream_2018_07_23_24_0_2_97.jpg,a baseball player holding a bat on top of a field
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_0.jpg,a couple of fire trucks parked in a parking lot
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_1.jpg,a close up of a text message on a cell phone
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_104.jpg,the day after valentine's poster
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_105.jpg,two women are talking and laughing in a room
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_108.jpg,a couple of men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_11.jpg,a man with long hair standing in front of a fire
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_110.jpg,an aerial view of a circular lawn area
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_111.jpg,a table with a number of different sports teams
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_114.jpg,a close up of a tiger laying on a rock
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_115.jpg,a group of young people standing around a living room
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_117.jpg,a large room with a chandelier hanging from the ceiling
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_125.jpg,a couple of cats sitting on top of a rug
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_131.jpg,a young man with a funny look on his face
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_138.jpg,a fighter jet flying through a cloudy sky
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_142.jpg,a man standing on a stage with his arms wide open
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_144.jpg,a cartoon character riding on top of a shark
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_15.jpg,a man and a woman standing next to each other in front of a crowd
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_151.jpg,a man in a suit and tie wearing a hat
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_154.jpg,a man standing on a stage holding a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_155.jpg,a woman with long black hair wearing earrings
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_156.jpg,a wooden bench covered in snow next to a grassy field
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_169.jpg,a large crowd of people standing around a man flying a kite
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_176.jpg,a body of water with mountains in the background
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_182.jpg,three men posing for a picture in the street
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_19.jpg,a man walking on the beach with a bucket and a frisbee
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_20.jpg,a close up of a person holding a light up object
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_23.jpg,a woman holding a microphone and a rainbow flag
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_25.jpg,a man standing next to an oil pump at sunset
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_34.jpg,a group of people sitting on top of a basketball court
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_35.jpg,a logo for a band called blabber buzzz
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_44.jpg,"an image of a cartoon character with a caption that reads, family grasp it"
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_46.jpg,a group of people that are hugging each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_48.jpg,a man sitting on top of a basketball court
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_57.jpg,two men standing next to each other holding a sign
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_58.jpg,a man standing in front of a fire at night
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_6.jpg,a man holding a bunch of pink money
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_60.jpg,a police officer standing in front of a police car
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_62.jpg,a man sitting on a bench in a blue jacket
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_72.jpg,a poster for a festival with a picture of a farm
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_74.jpg,a close up of a person wearing a suit and tie
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_77.jpg,a red pedestrian bridge over a muddy river
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_79.jpg,a black and white photo of a woman smiling
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_80.jpg,"a text message that reads, no there's nothing wrong"
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_83.jpg,a microphone with the words guns n roses on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_88.jpg,a piece of paper sitting on top of a desk
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_9.jpg,a baby laying in a crocheted blanket
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_92.jpg,a woman standing in front of a screen holding a cell phone
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_95.jpg,a close up of a person wearing a suit and tie
data\RE_data\img_org\train\twitter_stream_2018_07_23_25_0_2_97.jpg,a man and a woman standing next to a statue of a cartoon character
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_0.jpg,a screenshot of a text message from a friend
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_14.jpg,a small brown dog wearing a blue shirt
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_15.jpg,a crowd of people watching a baseball game
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_16.jpg,a crowd of people standing under a bridge
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_17.jpg,a set of three funky little pop vinyl figures
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_18.jpg,a man with a hat on his head leaning on a wall
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_2.jpg,a man in a suit making a funny face
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_21.jpg,a close up of a basketball player smiling
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_23.jpg,a long red bridge with a view of a river
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_25.jpg,a wrestling match with a wrestler on the ground
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_31.jpg,a group of men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_35.jpg,a statue of liberty with the words a duty to warn
data\RE_data\img_org\train\twitter_stream_2018_07_23_27_0_2_7.jpg,a man sitting on a wheelbarrow with a large rock on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_1.jpg,a group of girls standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_10.jpg,a man and a woman standing in front of a table with a cake on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_113.jpg,a woman standing in front of a couch in a room
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_114.jpg,a group of men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_116.jpg,a pagoda surrounded by trees in the fall
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_117.jpg,a graph showing the number of people in different countries
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_118.jpg,a group of young men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_12.jpg,a woman speaking into a microphone in front of flags
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_120.jpg,jose mourinho on manchester united's transfer plans
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_122.jpg,two men shaking hands in front of a sign
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_123.jpg,a t - shirt with a picture of a man and a cat on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_126.jpg,a group of men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_13.jpg,a group of people sitting around a wooden table
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_131.jpg,a picture of a man wearing glasses and a suit
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_133.jpg,a man sitting in front of a large screen
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_14.jpg,an aerial view of the city of london at night
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_140.jpg,a man in a wrestling ring with his arms in the air
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_143.jpg,a drawing of a woman in a kitchen
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_149.jpg,a large oil refinery sitting next to the ocean
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_150.jpg,a poster with an image of a man giving a speech
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_155.jpg,a man standing in front of a atm machine
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_159.jpg,a woman standing on top of a stage in front of a crowd
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_165.jpg,a man and a woman sitting next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_168.jpg,two men standing in front of a tent
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_169.jpg,a man and a woman sitting at a dining room table
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_171.jpg,a news paper with a picture of a woman on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_174.jpg,the flyer for the annual meeting of the village eastern cape
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_175.jpg,the beach girls and the monster
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_179.jpg,a large building sitting on the side of a road
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_183.jpg,a man standing at a podium giving a speech
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_187.jpg,a dog laying on the ground next to a starbucks cup
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_197.jpg,a black and white photo of a man with his eyes closed
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_199.jpg,a flyer for a martial competition
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_20.jpg,a woman in a red coat is walking down a walkway
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_204.jpg,a man standing in front of a blue screen
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_205.jpg,a group of men standing in front of a helicopter
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_23.jpg,a document with a green and yellow background
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_26.jpg,a building with the words best places to visit in indore
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_30.jpg,a group of people standing on top of a stage
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_38.jpg,a man sitting in a car with a hat on
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_39.jpg,a man standing on a stage holding a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_42.jpg,a woman in a bodysuit on stage with a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_5.jpg,the album cover for the album big zuu
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_50.jpg,a close up of a person wearing a suit and tie
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_53.jpg,"a man with long hair and a quote on it that says, there are much more serious problems in the world"
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_56.jpg,a soccer player with his hands on his hips
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_62.jpg,a man holding a guitar while standing in front of a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_66.jpg,a woman in a black outfit dancing on a stage
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_67.jpg,a man in a red jacket and a woman in a black dress
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_68.jpg,a deer standing in the middle of a lush green forest
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_70.jpg,a man holding a guitar while standing on a stage
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_71.jpg,a group of people standing next to a red fire truck
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_72.jpg,a little girl in a pink shirt is posing for a picture
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_77.jpg,a black and white photo of a small town
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_8.jpg,a man in a white shirt and tie standing in front of a building
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_9.jpg,a painting of a group of people in a room
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_96.jpg,a man standing next to a woman in a room
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_0_2_98.jpg,a wrestling match with a referee on the ground
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_1.jpg,a group of people standing in front of a blue and purple background
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_10.jpg,a cartoon picture of a fox on a toilet
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_11.jpg,a screen shot of a web page with the words thank you for being our biggest fans
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_17.jpg,a couple of women standing next to each other on a stage
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_18.jpg,a close up of a person wearing a pair of sunglasses
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_2.jpg,a picture of a man pointing at something
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_21.jpg,a person sitting at a desk with a keyboard and mouse
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_26.jpg,a man in a tuxedo poses for a picture
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_30.jpg,an ana air plane flying in the sky
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_33.jpg,a man with a tattoo on his arm standing next to another man
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_35.jpg,a man riding a skateboard up the side of a ramp
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_36.jpg,a blue samsung phone with the words samsung on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_37.jpg,a girl with a bow on her head
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_38.jpg,a man and woman standing next to each other on a stage
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_39.jpg,a city street at night with traffic lights
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_4.jpg,a blue and purple background with the words thank you for being our biggest fans
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_41.jpg,a man in a red jacket holding a flag
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_42.jpg,a man and woman kissing each other in a room
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_49.jpg,two men sitting in chairs talking to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_54.jpg,a group of men riding in the back of a yellow truck
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_59.jpg,a group of people dancing on a dance floor
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_6.jpg,a screen shot of the twitter page for a social event
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_62.jpg,a man standing in front of a mirror
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_64.jpg,a row of taxi cabs parked in a parking lot
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_69.jpg,a man and a woman standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_70.jpg,a man standing next to another man holding a paper
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_75.jpg,a man standing in front of a sign that says garden
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_8.jpg,two girls in bathing suits are standing in the water
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_81.jpg,a lizard walking across a gravel covered ground
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_83.jpg,a couple of men standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_87.jpg,a group of men standing on top of a soccer field
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_88.jpg,a person standing on a stage in front of bright lights
data\RE_data\img_org\train\twitter_stream_2018_07_23_2_3_9.jpg,a spacex rocket is shown with smoke coming out of it
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_0.jpg,an envelope with a picture of a man on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_107.jpg,a map of a city with many water spots
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_109.jpg,a woman holding a cell phone up in the air
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_110.jpg,a yellow hand with writing on it that says i am because of our uncomfortableable attraction i think we should avoid each other from now
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_125.jpg,a large ship in a body of water
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_126.jpg,a group of men standing on top of a baseball field
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_135.jpg,a picture of a business plan with a piggy bank
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_140.jpg,a map of the east asian countries
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_146.jpg,a bridge over a body of water at night
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_147.jpg,a man in a suit standing next to a car
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_148.jpg,a woman in a black shirt and a red and white sign that says the dc extended universe has officially been named world of dc
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_152.jpg,a close up of a network cable with the google logo in the background
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_153.jpg,a person sitting in front of a computer monitor
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_155.jpg,a woman is smiling and looking at something
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_157.jpg,a group of stuffed animals standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_159.jpg,a man in a suit leaning against a fence
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_162.jpg,a group of people on a field playing soccer
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_167.jpg,a picture of a man holding a trophy
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_168.jpg,a man sitting at a table with a plate of food
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_171.jpg,two pictures of a man holding a cell phone
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_175.jpg,a man wearing a hat and sunglasses in front of a building
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_185.jpg,a man wearing a green jacket and black pants
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_187.jpg,an aerial view of a large industrial area
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_189.jpg,a pair of black sneakers sitting next to a box of stickers
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_198.jpg,a blue jay is perched on a branch
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_201.jpg,a large white building with a blue dome
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_205.jpg,a person taking a picture of a bed in a room
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_208.jpg,a lake surrounded by mountains in the middle of a forest
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_21.jpg,a man standing in front of a blue screen
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_210.jpg,a man holding a guitar while standing in front of a microphone
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_221.jpg,a woman standing in a kitchen preparing food
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_226.jpg,a man in a pink shirt waves to the crowd
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_228.jpg,a group of men with different facial expressions
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_230.jpg,a little boy that is standing in front of a painting
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_231.jpg,a close up of a piece of paper with writing on it
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_238.jpg,a blonde woman with a ring on her finger
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_239.jpg,a man and a woman standing in front of a house
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_248.jpg,a couple of women walking through a market
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_28.jpg,the logo for guangzhou
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_32.jpg,the logo for guangzhou
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_36.jpg,a group of people standing around each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_37.jpg,a male with pink hair and a black shirt
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_45.jpg,a man and a woman standing next to each other
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_51.jpg,a newspaper article with a woman holding a potted plant
data\RE_data\img_org\train\twitter_stream_2018_07_23_3_0_2_66.jpg,a man talking on a cell phone while wearing sunglasses
